Frames,RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
520,-1962.93,-1501.73,-3868.71,-2036.4,-1545.31,-3859.71,-2177.19,-1537.15,-3815.45,-2187.61,-1151.52,-3624.57,-2313.29,-767.956,-3373.02,-2526.12,-1719.28,-3510.91,-2545.59,-1709.51,-3427.82,-2548.55,-1614.73,-3314.43,-2470.4,-1229.61,-3490.01,-2466.16,-756.095,-3445.69,-2191.7,-741.714,-3479.59,-2189.42,-680.3,-3412.49,-2192.47,-535.576,-3209.48,-2266.92,-270.824,-3177.6,-2365.09,-209.704,-3300.33,-2457.34,-554.498,-3856.58,-2521.88,-533.753,-3795.88,-2605.94,-450.903,-3576.25,-2592.75,-239.299,-3398.2,-2439.27,-206.783,-3336.38,-2370.99,72.7646,-3275.64,-2394.87,-95.8129,-3299.67,-2413.05,-179.625,-3294,-2427.76,-258.426,-3269.79,-2417.47,-398.41,-3302.29,-2407.91,-490.674,-3331.44,-2400.21,-567.66,-3357.25,-2410.93,-677.717,-3351,-2396.8,-733.923,-3389.9,
521,-1964.98,-1503.94,-3872.35,-2038.28,-1547.3,-3861.14,-2178.53,-1538.17,-3815.35,-2173.02,-1147.18,-3635.5,-2300.43,-761.24,-3388.48,-2526.15,-1720.4,-3514.85,-2545.38,-1700.63,-3433.49,-2545.45,-1593.38,-3331.77,-2456.93,-1220.41,-3527.5,-2452.82,-749.336,-3462.15,-2181.84,-735.609,-3492.44,-2179.56,-674.02,-3425.49,-2183.31,-530.295,-3221.79,-2257.77,-265.78,-3188.04,-2355.16,-204.214,-3311.17,-2443.78,-564.491,-3856.85,-2510.03,-540.702,-3799.2,-2595.47,-450.049,-3583.21,-2582.05,-233.841,-3410.8,-2429.09,-201.295,-3347.73,-2355.98,76.9601,-3285.17,-2383.36,-90.8988,-3310.48,-2403.1,-174.39,-3305.32,-2417.93,-253.231,-3281.31,-2407.07,-393.032,-3314.41,-2396.99,-485.067,-3344.11,-2388.8,-561.795,-3370.53,-2398.84,-671.997,-3365.89,-2384.03,-727.524,-3405.51,
522,-1966.62,-1504.01,-3876.61,-2039.42,-1547.59,-3863.24,-2178.96,-1538.33,-3815.37,-2160.06,-1143.55,-3644.95,-2287.85,-754.164,-3403.61,-2523.32,-1717.42,-3520.26,-2542.65,-1687.75,-3442,-2540.01,-1569.35,-3353.54,-2439.62,-1209.25,-3566.86,-2439.38,-741.842,-3478.97,-2172.52,-730.337,-3503.79,-2169.66,-668.157,-3437.41,-2173.66,-524.436,-3233.71,-2248.52,-260.318,-3197.8,-2345.54,-198.386,-3321.03,-2431.91,-575.886,-3856.06,-2499.38,-549.013,-3801.24,-2585,-449.249,-3589.38,-2571.17,-228.048,-3423.46,-2419.02,-195.394,-3358.49,-2341.77,81.3518,-3292.63,-2372.28,-85.6357,-3320.02,-2393.52,-168.812,-3315.82,-2408.56,-247.76,-3292.29,-2396.94,-387.302,-3326.21,-2386.23,-479.049,-3356.57,-2377.46,-555.472,-3383.68,-2387,-665.779,-3380.83,-2371.41,-720.595,-3421.14,
523,-1967.48,-1505.09,-3877.81,-2040.1,-1548.54,-3863.06,-2179.3,-1538.59,-3814.36,-2148.78,-1140.89,-3652.62,-2276.46,-748.266,-3416.53,-2519.12,-1710.54,-3526.86,-2538.11,-1671.53,-3452.73,-2531.91,-1543.93,-3378.37,-2419.39,-1197.07,-3607.03,-2426.66,-735.072,-3494.35,-2163.06,-726.196,-3513.87,-2159.79,-663.063,-3448.42,-2163.7,-518.654,-3245.2,-2239.02,-254.952,-3207.25,-2335.8,-193.298,-3330.8,-2421.59,-588.783,-3854.61,-2489.68,-558.547,-3802.36,-2575.14,-449.301,-3595.17,-2559.84,-222.858,-3436.61,-2408.6,-190.181,-3369.56,-2327.49,85.1371,-3300.86,-2360.97,-80.986,-3329.99,-2383.76,-163.789,-3326.59,-2399.34,-242.703,-3303.3,-2387.2,-382.174,-3337.34,-2375.97,-473.773,-3367.95,-2366.74,-549.994,-3395.48,-2376.13,-660.344,-3394.24,-2359.75,-714.56,-3435.04,
524,-1968.38,-1506.67,-3876.66,-2040.96,-1549.84,-3860.92,-2180,-1538.96,-3811.94,-2139.87,-1138.95,-3658.21,-2266.96,-743.488,-3426.58,-2512.95,-1699.52,-3535.28,-2531.28,-1652.3,-3465.91,-2521.25,-1517.88,-3405.26,-2397.6,-1183.51,-3646.44,-2415.15,-728.872,-3507.92,-2153.57,-722.978,-3522.43,-2149.82,-658.336,-3458.5,-2153.75,-512.799,-3256.09,-2229.33,-249.422,-3216.43,-2325.74,-188.57,-3340.67,-2413.11,-602.781,-3852.29,-2481.14,-568.766,-3802.34,-2565.59,-449.807,-3600.14,-2548.07,-218.009,-3449.76,-2397.53,-185.174,-3381.25,-2312.89,88.7941,-3310.06,-2349.15,-76.4961,-3340.57,-2373.58,-158.857,-3337.88,-2390.21,-237.573,-3314.65,-2377.95,-377.193,-3348.03,-2366.42,-468.836,-3378.4,-2356.93,-545.022,-3405.93,-2366.77,-655.34,-3405.87,-2349.62,-709.233,-3446.79,
525,-1969.03,-1507.4,-3876.91,-2041.46,-1550.42,-3860.11,-2180.16,-1539.06,-3810.28,-2132.77,-1137.47,-3662.86,-2259.16,-739.586,-3435.02,-2503.07,-1685.58,-3548.95,-2521.1,-1632.11,-3484.19,-2507.92,-1493.37,-3434.91,-2373.72,-1168.58,-3683.42,-2404.84,-722.89,-3520.38,-2143.85,-720.549,-3529.73,-2139.82,-654.288,-3467.49,-2143.84,-506.939,-3266.4,-2219.54,-243.82,-3225.28,-2315.68,-184.06,-3350.26,-2406.63,-617.911,-3849.16,-2473.75,-579.491,-3801.21,-2556.15,-450.378,-3604.47,-2536.15,-213.443,-3462.65,-2386.2,-180.325,-3392.98,-2299.16,92.5033,-3319.23,-2337.5,-72.0688,-3351.05,-2363.35,-154.014,-3349.11,-2381.26,-232.473,-3325.96,-2369.05,-372.328,-3358.36,-2357.37,-464.11,-3388.25,-2347.8,-540.35,-3415.6,-2358.62,-650.572,-3416.48,-2340.87,-704.35,-3457.3,
526,-1969.23,-1507.39,-3878.18,-2041.46,-1550.38,-3860.45,-2179.76,-1538.85,-3809.57,-2127.33,-1136.3,-3666.53,-2252.33,-735.941,-3442.3,-2490.69,-1670.19,-3568.52,-2508.62,-1612.58,-3507.37,-2492.81,-1471.57,-3465.93,-2348.79,-1152.79,-3716.71,-2395.38,-717.175,-3531.59,-2133.9,-718.501,-3535.92,-2130,-650.702,-3475.36,-2134.11,-501.148,-3275.9,-2209.87,-238.161,-3234.05,-2305.6,-179.564,-3359.9,-2402.22,-633.731,-3845.14,-2467.66,-590.608,-3798.89,-2546.56,-450.579,-3608.28,-2524.25,-208.732,-3475.37,-2374.81,-175.485,-3404.68,-2286.1,96.5302,-3329.11,-2325.97,-67.5166,-3361.75,-2353.02,-149.086,-3360.37,-2372.31,-227.213,-3337.21,-2360.45,-367.393,-3368.31,-2348.81,-459.397,-3397.52,-2339.29,-535.766,-3424.53,-2351.25,-645.864,-3426.1,-2332.99,-699.66,-3466.66,
527,-1968.78,-1506.82,-3880.14,-2040.77,-1549.91,-3861.74,-2178.72,-1538.57,-3809.86,-2123.58,-1135.49,-3669.36,-2246.3,-732.273,-3449.01,-2475.13,-1654.23,-3595.29,-2493.32,-1594.55,-3536.25,-2475.76,-1452.74,-3498.43,-2322.92,-1135.98,-3746.53,-2386.76,-711.431,-3541.89,-2123.94,-716.669,-3541.02,-2120.28,-647.279,-3482.27,-2124.81,-495.635,-3284.41,-2199.89,-232.393,-3242.94,-2295.43,-174.936,-3369.46,-2399.82,-650.136,-3839.63,-2462.83,-601.631,-3795.39,-2536.72,-449.955,-3611.81,-2512.43,-203.722,-3487.58,-2363.35,-170.502,-3416.13,-2273.59,101.02,-3339.58,-2314.52,-62.7114,-3372.49,-2342.53,-143.963,-3371.46,-2363.22,-221.708,-3348.21,-2352,-362.249,-3377.89,-2340.59,-454.517,-3406.35,-2331.28,-531.055,-3432.95,-2344.47,-641.003,-3435.06,-2325.85,-694.902,-3475.32,
528,-1968.21,-1505.81,-3882.66,-2039.9,-1549.11,-3863.55,-2177.39,-1538.16,-3810.4,-2120.92,-1134.74,-3671.38,-2240.57,-728.337,-3455.25,-2454.95,-1638.73,-3629.14,-2474.81,-1578.83,-3570.86,-2457.71,-1437.06,-3532.69,-2296.37,-1118.53,-3773.03,-2378.42,-705.72,-3551.56,-2114.04,-715.072,-3545.36,-2110.68,-644.234,-3488.35,-2115.99,-490.391,-3292.21,-2189.64,-226.562,-3251.93,-2285.19,-170.184,-3378.93,-2399.42,-666.626,-3832.47,-2459.36,-612.428,-3790.63,-2526.44,-448.465,-3615.18,-2500.8,-198.399,-3499.16,-2351.85,-165.353,-3427.35,-2261.38,105.903,-3350.66,-2303.08,-57.6895,-3383.28,-2331.9,-138.66,-3382.36,-2354.05,-215.972,-3359.03,-2343.77,-356.885,-3387.24,-2332.71,-449.437,-3414.91,-2323.66,-526.167,-3441.04,-2337.99,-635.962,-3443.58,-2318.99,-690.006,-3483.47,
529,-1967.85,-1505.09,-3884.68,-2039.28,-1548.51,-3864.9,-2176.32,-1537.81,-3810.52,-2119.11,-1134,-3672.96,-2234.81,-724.161,-3461.22,-2431.61,-1623.53,-3670.15,-2453.53,-1565.28,-3610.95,-2438.01,-1424.59,-3568.35,-2269.84,-1100.76,-3796.62,-2369.89,-699.924,-3561,-2104.17,-713.807,-3549.13,-2101.04,-641.621,-3493.82,-2107.68,-485.464,-3299.56,-2178.93,-220.737,-3260.89,-2274.71,-165.382,-3388.16,-2400.64,-682.786,-3823.01,-2457.28,-622.688,-3784.8,-2515.65,-446.096,-3618.74,-2489.19,-192.943,-3509.81,-2340.04,-160.115,-3438.31,-2249.01,111.038,-3362.37,-2291.37,-52.5682,-3394.09,-2320.92,-133.27,-3393.04,-2344.66,-210.088,-3369.64,-2335.53,-351.369,-3396.36,-2324.91,-444.212,-3423.22,-2316.13,-521.137,-3448.87,-2331.52,-630.776,-3451.88,-2312.07,-684.954,-3491.36,
530,-1968.03,-1505.11,-3886.14,-2039.23,-1548.5,-3865.48,-2175.66,-1537.72,-3809.64,-2117.14,-1133.38,-3674.22,-2228.99,-719.974,-3467.38,-2403.99,-1608.67,-3716.87,-2428.82,-1553.84,-3655.58,-2416.81,-1415.37,-3605.28,-2243.81,-1083.1,-3817.24,-2361.49,-694.124,-3570.17,-2094.16,-712.847,-3552.48,-2091.4,-639.41,-3498.82,-2099.91,-480.823,-3306.61,-2168.19,-215.056,-3269.76,-2263.92,-160.505,-3397.41,-2403.41,-697.987,-3811.82,-2456.19,-632.111,-3777.84,-2504.33,-443.107,-3622.51,-2477.67,-187.45,-3519.65,-2328.02,-154.861,-3449.09,-2236.7,116.403,-3374.94,-2279.5,-47.3849,-3405.08,-2309.63,-127.868,-3403.62,-2334.82,-204.197,-3380.14,-2326.84,-345.798,-3405.51,-2316.71,-438.916,-3431.59,-2308.29,-516.035,-3456.77,-2324.82,-625.499,-3460.14,-2305.1,-679.866,-3499.23,
531,-1968.53,-1505.29,-3887.04,-2039.62,-1548.51,-3865.65,-2175.54,-1537.34,-3808.65,-2115.18,-1132.54,-3675.44,-2221.87,-715.047,-3474.17,-2372.36,-1594.06,-3767.97,-2400.71,-1544.25,-3703.98,-2393.93,-1409.42,-3643.78,-2218.82,-1066.66,-3836.42,-2351.72,-688.7,-3580.15,-2083.69,-712.123,-3555.89,-2081.72,-637.671,-3503.61,-2092.27,-477.086,-3313.17,-2157.32,-210.216,-3278.51,-2253.16,-155.68,-3406.09,-2407.25,-711.262,-3798.43,-2455.73,-639.806,-3769.73,-2492.99,-439.135,-3626.51,-2466.1,-181.396,-3529.05,-2316.02,-149.324,-3459.19,-2223.95,121.544,-3386.01,-2267.48,-42.2616,-3414.99,-2298.26,-122.492,-3413.37,-2324.98,-198.436,-3390.32,-2318.23,-340.176,-3415.27,-2308.53,-433.446,-3440.97,-2300.21,-510.693,-3465.79,-2317.34,-620.057,-3469.4,-2296.98,-674.601,-3507.91,
532,-1969.05,-1506.21,-3887.23,-2040.13,-1549.05,-3865.05,-2175.53,-1537.12,-3806.96,-2112.22,-1131.75,-3676.89,-2213.88,-710.119,-3481.72,-2336.81,-1579.17,-3821.8,-2368.75,-1536.01,-3754.75,-2368.4,-1406.74,-3683.07,-2194.92,-1051.69,-3853.65,-2341.23,-683.434,-3590.63,-2072.91,-711.269,-3559.09,-2071.83,-635.948,-3508.04,-2084.94,-473.551,-3319.3,-2146.74,-205.588,-3287.21,-2242.39,-150.792,-3414.82,-2411.76,-722.653,-3784.21,-2454.87,-645.933,-3761.08,-2481.44,-435.188,-3630.51,-2454.69,-175.611,-3538.01,-2304.06,-143.791,-3469.21,-2211.61,126.721,-3397.25,-2255.68,-37.1733,-3424.87,-2286.95,-117.21,-3423.04,-2314.91,-192.892,-3400.61,-2308.97,-334.661,-3425.6,-2299.52,-428.015,-3451.08,-2291.22,-505.356,-3475.61,-2308.93,-614.623,-3479.35,-2288.01,-669.392,-3517.23,
533,-1970.14,-1507.67,-3887.08,-2041.15,-1550.05,-3863.86,-2175.92,-1537.15,-3804.52,-2108.79,-1130.96,-3678.97,-2204.89,-705.23,-3490,-2296.73,-1564.25,-3875.54,-2332.81,-1528.95,-3806.03,-2340.74,-1407.04,-3722.81,-2172.25,-1038.87,-3868.8,-2329.77,-678.274,-3601.67,-2061.78,-710.309,-3562.12,-2061.76,-634.272,-3512.14,-2077.73,-470.004,-3325.25,-2136.36,-201.013,-3295.94,-2231.6,-145.94,-3423.74,-2415.75,-731.558,-3769.84,-2453.47,-650.615,-3752.35,-2470.17,-431.724,-3634.14,-2443.37,-170.418,-3546.66,-2292.1,-138.41,-3479.37,-2199.25,131.745,-3409.2,-2243.94,-32.2645,-3435.09,-2275.67,-112.112,-3432.89,-2304.69,-187.589,-3411.12,-2299.17,-329.339,-3436.31,-2289.78,-422.736,-3461.66,-2281.4,-500.14,-3485.97,-2299.57,-609.325,-3489.89,-2278.08,-664.276,-3527.19,
534,-1971.36,-1509.82,-3886.34,-2042.43,-1551.57,-3862.15,-2176.65,-1537.33,-3801.89,-2104.64,-1130.35,-3681.71,-2194.69,-700.475,-3499.25,-2253.22,-1548.94,-3928.08,-2293.63,-1522.44,-3857.06,-2311.11,-1409.74,-3763.02,-2150.57,-1028.43,-3881.71,-2317.63,-673.355,-3613,-2050.61,-709.26,-3565.01,-2051.56,-632.653,-3515.91,-2070.33,-466.319,-3331.12,-2126.55,-196.511,-3304.75,-2220.79,-141.076,-3433.13,-2418.89,-738.356,-3755.9,-2451.22,-654.13,-3744.06,-2459.17,-428.893,-3637.42,-2432.45,-166.025,-3554.72,-2280.36,-133.228,-3489.71,-2187.16,136.657,-3422.07,-2232.44,-27.5139,-3445.83,-2264.48,-107.217,-3443.02,-2294.15,-182.609,-3421.85,-2288.52,-324.285,-3447.42,-2279.02,-417.678,-3472.74,-2270.49,-495.114,-3496.9,-2289.01,-604.237,-3500.91,-2267.11,-659.356,-3537.72,
535,-1971.96,-1511.79,-3885.27,-2043.14,-1552.97,-3860.44,-2177.09,-1537.51,-3799.87,-2100.6,-1129.89,-3684.76,-2182.95,-695.612,-3509.22,-2205.59,-1533.67,-3977.56,-2250.85,-1516.16,-3906.68,-2279.51,-1413.83,-3803.94,-2129.05,-1020.56,-3893.13,-2303.77,-668.554,-3625.24,-2039.34,-708.292,-3567.84,-2041.42,-631.277,-3519.43,-2062.55,-462.499,-3337.12,-2116.97,-192.08,-3313.37,-2210.25,-136.259,-3442.28,-2420.87,-743.183,-3743.02,-2448.22,-656.641,-3736.49,-2448.57,-426.628,-3640.26,-2421.65,-162.334,-3562.31,-2268.77,-128.141,-3499.91,-2175.44,141.32,-3434.23,-2221.29,-22.9437,-3456.16,-2253.62,-102.516,-3452.95,-2283.75,-177.954,-3432.62,-2277.45,-319.464,-3458.95,-2267.49,-412.772,-3484.41,-2258.54,-490.175,-3508.51,-2277.12,-599.278,-3512.76,-2254.61,-654.481,-3549.07,
536,-1972.62,-1513.62,-3884.04,-2043.96,-1554.2,-3858.68,-2177.75,-1537.51,-3798.1,-2096.73,-1129.33,-3688.2,-2170.03,-690.814,-3519.3,-2154.62,-1518.54,-4022.33,-2205.07,-1509.75,-3953.36,-2246.24,-1418.34,-3844.74,-2107.89,-1014.95,-3902.91,-2289.04,-664.461,-3637.33,-2028.05,-707.637,-3570.79,-2031.29,-630.278,-3522.99,-2054.36,-458.986,-3343.28,-2107.43,-188.075,-3322.25,-2199.59,-131.769,-3451.76,-2421.64,-746.404,-3731.98,-2444.55,-658.371,-3729.67,-2438.54,-424.799,-3642.64,-2410.9,-159.141,-3569.74,-2257.23,-123.392,-3510.23,-2163.07,145.406,-3446.66,-2209.92,-18.8145,-3466.74,-2242.65,-98.2021,-3463.07,-2273.12,-173.712,-3443.53,-2266.05,-315.018,-3470.74,-2255.54,-408.222,-3496.36,-2246.05,-485.589,-3520.38,-2264.37,-594.734,-3524.67,-2241.15,-650.003,-3560.43,
537,-1972.84,-1515.02,-3883.78,-2044.33,-1555.13,-3858.1,-2178.1,-1537.48,-3797.74,-2093.08,-1129,-3692.02,-2156.38,-686.536,-3529.51,-2101.5,-1502.48,-4063.44,-2156.83,-1502.06,-3997.74,-2210.74,-1422.05,-3885.74,-2087,-1010.61,-3911.36,-2273.97,-660.696,-3649.07,-2016.69,-707.115,-3573.84,-2021.12,-629.445,-3526.64,-2045.84,-455.429,-3349.8,-2097.74,-184.119,-3331.1,-2188.64,-127.433,-3461.33,-2421.43,-748.738,-3722.79,-2440.21,-659.712,-3724,-2429.4,-423.636,-3644.52,-2399.69,-156.625,-3577.62,-2245.56,-119.006,-3520.49,-2151.08,149.321,-3459.09,-2198.61,-14.9183,-3477.34,-2231.54,-94.199,-3473.17,-2262,-169.896,-3454.35,-2253.68,-310.958,-3482.46,-2242.48,-404.036,-3508.25,-2232.47,-481.358,-3532.19,-2250.7,-590.524,-3536.39,-2227.02,-645.919,-3571.66,
538,-1971.85,-1516.05,-3882.87,-2043.65,-1555.77,-3857.46,-2177.89,-1537.3,-3798.38,-2090.25,-1128.53,-3696.02,-2141.87,-682.41,-3539.47,-2047.25,-1485.5,-4100.41,-2106.84,-1492.95,-4039,-2172.93,-1424.39,-3925.94,-2066.38,-1007.44,-3918.88,-2258.66,-657.808,-3660.07,-2005.23,-706.898,-3577.33,-2010.75,-628.953,-3530.71,-2036.93,-452.479,-3356.53,-2087.68,-180.801,-3340.15,-2177.38,-123.486,-3470.93,-2420.43,-749.937,-3715.09,-2435.42,-660.293,-3719.49,-2421.07,-422.47,-3645.99,-2388.26,-154.21,-3585.89,-2233.92,-114.953,-3530.44,-2138.88,152.781,-3470.73,-2187.13,-11.4021,-3487.54,-2220.21,-90.5979,-3482.98,-2250.47,-166.552,-3464.88,-2240.88,-307.292,-3494.17,-2229.02,-400.213,-3520.23,-2218.46,-477.493,-3544.07,-2236.4,-586.723,-3547.77,-2212.31,-642.314,-3582.44,
539,-1970.63,-1516.76,-3882.03,-2042.73,-1556.2,-3857.05,-2177.55,-1537.16,-3799.51,-2088.33,-1128.02,-3700.03,-2127.52,-678.952,-3548.37,-1991.82,-1467.47,-4132.24,-2055.11,-1482.17,-4076.04,-2133,-1424.94,-3964.21,-2046.85,-1005.04,-3925.34,-2243.73,-655.581,-3669.77,-1993.62,-706.808,-3580.98,-2000.14,-628.549,-3535.01,-2027.7,-449.728,-3363.46,-2077.2,-177.699,-3349.24,-2165.6,-119.983,-3480.72,-2419.4,-750.718,-3708.66,-2430.45,-660.691,-3715.93,-2412.6,-421.489,-3647.89,-2376.41,-152.285,-3594.3,-2221.89,-111.501,-3540.48,-2126.08,155.761,-3483.03,-2175.12,-8.35303,-3498.13,-2208.39,-87.4357,-3492.99,-2238.44,-163.566,-3475.29,-2227.76,-304.077,-3505.3,-2215.35,-396.919,-3531.38,-2204.37,-474.218,-3554.98,-2222.16,-583.495,-3557.97,-2197.8,-639.343,-3592.04,
540,-1969.03,-1517.18,-3880.95,-2041.47,-1556.45,-3856.69,-2177.08,-1537.03,-3801.17,-2087.39,-1127.48,-3703.82,-2113.25,-675.949,-3556.69,-1936.35,-1447.98,-4159.4,-2002.38,-1469.56,-4108.88,-2090.97,-1423.76,-3999.78,-2028.55,-1003.5,-3930.91,-2229.24,-653.885,-3678.55,-1981.85,-706.908,-3584.94,-1989.43,-628.31,-3539.72,-2018.19,-447.251,-3370.73,-2066.56,-174.929,-3358.38,-2153.42,-116.926,-3490.78,-2418.07,-750.883,-3703.41,-2425.29,-660.753,-3713.62,-2403.94,-420.471,-3650.57,-2364.33,-150.631,-3602.93,-2209.63,-108.595,-3550.63,-2112.73,158.265,-3495.93,-2162.66,-5.74634,-3509.1,-2196.16,-84.6797,-3503.22,-2226.04,-160.894,-3485.59,-2214.58,-301.28,-3515.9,-2201.79,-394.109,-3541.84,-2190.5,-471.463,-3565.1,-2208.08,-580.792,-3567.33,-2183.52,-636.875,-3600.86,
541,-1966.86,-1516.96,-3880.67,-2039.53,-1556.35,-3857.29,-2175.98,-1537.08,-3803.81,-2087.32,-1127.11,-3707.3,-2098.67,-673.538,-3564.67,-1880.57,-1426.38,-4181.8,-1948.35,-1454.66,-4137.24,-2046.5,-1420.57,-4032.11,-2011.29,-1002.53,-3935.89,-2215.01,-652.599,-3686.4,-1970.2,-707.114,-3588.96,-1978.49,-628.176,-3544.46,-2008.45,-444.728,-3378.28,-2055.91,-172.177,-3367.51,-2141.02,-114.12,-3501,-2415.94,-750.778,-3699.41,-2419.85,-660.857,-3712.79,-2395.04,-419.772,-3654.22,-2352.1,-149.539,-3612,-2197.4,-106.226,-3560.75,-2100.3,160.713,-3509.25,-2150.47,-3.38062,-3520.31,-2183.88,-82.2769,-3513.51,-2213.32,-158.614,-3495.67,-2200.88,-298.926,-3525.93,-2187.68,-391.771,-3551.61,-2176.16,-469.196,-3574.53,-2193.62,-578.558,-3575.85,-2169.1,-634.899,-3608.97,
542,-1964.99,-1515.71,-3882.33,-2037.56,-1555.43,-3859.22,-2174.38,-1536.78,-3806.48,-2087.17,-1126.27,-3710.91,-2083.87,-671.306,-3572.38,-1826.51,-1403.09,-4200.35,-1894.71,-1437.92,-4161.42,-2000.46,-1415.91,-4060.52,-1994.88,-1002.62,-3940.48,-2201.03,-652.242,-3693.63,-1958.52,-707.645,-3593.37,-1967.39,-628.353,-3549.62,-1998.35,-443.018,-3385.73,-2045.04,-170.258,-3377.06,-2128.4,-111.897,-3511.52,-2412.5,-750.042,-3697.25,-2413.62,-660.519,-3713.51,-2385.75,-418.837,-3658.92,-2339.93,-148.368,-3621.51,-2185.22,-104.323,-3570.89,-2087.56,162.597,-3522.38,-2138.05,-1.51831,-3531.53,-2171.38,-80.3629,-3523.83,-2200.41,-156.787,-3505.68,-2187.41,-297.034,-3536.02,-2173.96,-389.908,-3561.46,-2162.21,-467.423,-3583.95,-2179.28,-576.855,-3584.06,-2154.72,-633.468,-3616.69,
543,-1962.1,-1514.32,-3883.82,-2034.65,-1554.32,-3861.14,-2171.93,-1536.16,-3809.41,-2086.06,-1125.2,-3714.57,-2068.93,-669.286,-3580.25,-1774.47,-1378.91,-4215.11,-1841.91,-1420.06,-4181.39,-1953.43,-1410.3,-4084.86,-1978.99,-1004.04,-3945.03,-2186.19,-651.865,-3701.64,-1946.75,-708,-3598.34,-1956.15,-628.529,-3555.02,-1987.91,-441.477,-3393.25,-2033.69,-168.511,-3386.49,-2116.08,-110.116,-3521.53,-2407.8,-748.972,-3696.45,-2406.65,-660.11,-3716,-2375.95,-418.034,-3664.78,-2327.51,-147.483,-3631.49,-2173.01,-102.791,-3580.83,-2075.2,164.11,-3534.37,-2125.83,-0.0317383,-3542.17,-2159.11,-78.8394,-3533.87,-2187.88,-155.337,-3515.62,-2174.27,-295.516,-3546,-2160.44,-388.392,-3571.23,-2148.31,-465.951,-3593.37,-2164.86,-575.462,-3592.7,-2139.99,-632.204,-3624.86,
544,-1959.2,-1513.34,-3885.33,-2031.81,-1553.41,-3862.93,-2169.38,-1535.31,-3811.98,-2083.35,-1124.1,-3718.38,-2054.05,-667.562,-3588.36,-1725.62,-1354.97,-4225.39,-1791.45,-1401.95,-4196.42,-1907.08,-1403.98,-4104.37,-1963.51,-1006.6,-3948.94,-2171.31,-651.769,-3709.97,-1934.61,-708.032,-3604,-1944.6,-628.503,-3560.93,-1977.18,-440.242,-3400.73,-2021.99,-167.068,-3396.27,-2103.75,-108.726,-3531.72,-2401.85,-747.745,-3697.29,-2398.87,-659.697,-3720.06,-2365.7,-417.378,-3671.6,-2315.05,-146.832,-3641.74,-2160.72,-101.615,-3591.01,-2062.88,165.284,-3546.4,-2113.57,1.10815,-3552.95,-2146.8,-77.6665,-3544.11,-2175.38,-154.217,-3525.79,-2161.25,-294.344,-3556.17,-2147.06,-387.222,-3581.19,-2134.55,-464.819,-3602.98,-2150.53,-574.407,-3601.6,-2125.3,-631.246,-3633.31,
545,-1956.06,-1512.92,-3886.46,-2028.81,-1552.82,-3864.24,-2166.59,-1534.32,-3814,-2078.92,-1122.99,-3722.47,-2038.95,-665.973,-3597.05,-1681.25,-1332.59,-4232.35,-1744.77,-1384.69,-4207.23,-1862.67,-1397.51,-4119.01,-1947.96,-1009.99,-3952.25,-2156.14,-651.644,-3718.93,-1922.12,-707.826,-3610.23,-1932.59,-628.193,-3567.46,-1965.85,-439.196,-3408.27,-2010.17,-165.914,-3406.08,-2091.36,-107.569,-3541.87,-2394.26,-746.619,-3700.26,-2390.4,-659.248,-3725.38,-2354.99,-416.799,-3679.22,-2302.42,-146.314,-3652.26,-2148.35,-100.635,-3601.16,-2050.7,166.29,-3558.2,-2101.31,2.04968,-3563.61,-2134.42,-76.7189,-3554.31,-2162.8,-153.342,-3535.98,-2148.13,-293.39,-3566.47,-2133.54,-386.241,-3591.36,-2120.62,-463.842,-3612.89,-2135.99,-573.509,-3610.99,-2110.36,-630.375,-3642.32,
546,-1953.69,-1513.33,-3887.86,-2026.58,-1552.73,-3865.21,-2164.15,-1533.21,-3814.79,-2072.4,-1121.96,-3726.98,-2023.97,-664.533,-3606.1,-1642.58,-1314.27,-4236.62,-1703.5,-1370.45,-4213.99,-1822.03,-1392.05,-4128.36,-1931.96,-1013.69,-3955.12,-2140.77,-651.438,-3728.48,-1909.08,-707.264,-3617.12,-1920.08,-627.659,-3574.44,-1954.11,-438.186,-3415.98,-1998.16,-164.852,-3415.96,-2078.91,-106.615,-3552.06,-2384.85,-745.805,-3705.88,-2381.05,-658.776,-3732.17,-2343.67,-416.308,-3687.69,-2289.58,-145.908,-3662.96,-2135.76,-99.8103,-3611.49,-2038.1,167.021,-3570.22,-2088.82,2.77637,-3574.44,-2121.92,-75.9395,-3564.67,-2150.24,-152.596,-3546.39,-2135.08,-292.584,-3576.91,-2120.11,-385.407,-3601.68,-2106.77,-462.999,-3622.98,-2121.54,-572.744,-3620.78,-2095.42,-629.571,-3651.78,
